Date,Time,Longitude,Latitude,Altitude,Satellites
2.7.2016,21:46:07,-90.250465,45.739002,1644,6
2.7.2016,21:46:08,-90.250465,45.739002,1644,6
2.7.2016,21:46:09,-90.250465,45.739002,1644,6
2.7.2016,21:46:10,-90.250465,45.739002,1644,5
2.7.2016,21:46:11,-90.250465,45.739002,1644,5
2.7.2016,21:46:12,-90.250465,45.739002,1644,5
2.7.2016,21:46:13,-90.250465,45.739002,1644,6
2.7.2016,21:46:14,-90.250465,45.739002,1644,6
2.7.2016,21:46:15,-90.250465,45.739002,1644,6
2.7.2016,21:46:16,-90.250465,45.739002,1644,5
2.7.2016,21:46:17,-90.250465,45.739002,1644,6
2.7.2016,21:46:18,-90.250465,45.739002,1644,6
2.7.2016,21:46:19,-90.250465,45.739002,1644,6
2.7.2016,21:46:20,-90.250465,45.739002,1644,6
2.7.2016,21:46:21,-90.250465,45.739002,1644,6
2.7.2016,21:46:22,-90.250465,45.739002,1643,7
2.7.2016,21:46:23,-90.250465,45.739002,1642,6
2.7.2016,21:46:24,-90.250465,45.738998,1641,6
2.7.2016,21:46:25,-90.250473,45.738998,1640,6
2.7.2016,21:46:26,-90.250473,45.738998,1640,6
2.7.2016,21:46:27,-90.250473,45.738998,1640,7
2.7.2016,21:46:28,-90.250473,45.738998,1639,7
2.7.2016,21:46:29,-90.250473,45.738998,1639,7
2.7.2016,21:46:30,-90.250473,45.738998,1639,6
2.7.2016,21:46:31,-90.250473,45.738998,1639,6
2.7.2016,21:46:32,-90.250473,45.738998,1639,6
2.7.2016,21:46:33,-90.250473,45.738998,1639,6
2.7.2016,21:46:34,-90.250473,45.738998,1639,6
2.7.2016,21:46:35,-90.250473,45.738998,1639,6
2.7.2016,21:46:36,-90.250473,45.738998,1639,6
2.7.2016,21:46:37,-90.250473,45.738998,1639,6
2.7.2016,21:46:38,-90.250473,45.738998,1639,6
2.7.2016,21:46:39,-90.250473,45.738998,1639,6
2.7.2016,21:46:40,-90.250473,45.738998,1639,6
2.7.2016,21:46:41,-90.250473,45.738998,1639,6
2.7.2016,21:46:42,-90.250473,45.738998,1639,5
2.7.2016,21:46:43,-90.250473,45.738998,1639,6
2.7.2016,21:46:44,-90.250473,45.738998,1639,6
2.7.2016,21:46:45,-90.250473,45.738998,1639,6
2.7.2016,21:46:46,-90.250473,45.738998,1639,6
2.7.2016,21:46:47,-90.250473,45.738998,1639,5
2.7.2016,21:46:48,-90.250473,45.738998,1639,6
2.7.2016,21:46:49,-90.250473,45.738998,1639,6
2.7.2016,21:46:50,-90.250473,45.738998,1639,6
2.7.2016,21:46:51,-90.250473,45.738998,1639,6
2.7.2016,21:46:52,-90.250473,45.738998,1639,6
2.7.2016,21:46:53,-90.250473,45.738998,1639,6
2.7.2016,21:46:54,-90.250473,45.738998,1639,7
2.7.2016,21:46:55,-90.250473,45.738998,1639,6
2.7.2016,21:46:56,-90.250473,45.738998,1639,6
2.7.2016,21:46:57,-90.250473,45.738998,1639,6
2.7.2016,21:46:58,-90.250473,45.738998,1639,6
2.7.2016,21:46:59,-90.250473,45.738998,1639,6
2.7.2016,21:47:00,-90.250473,45.738998,1639,6
2.7.2016,21:47:01,-90.250473,45.738998,1639,6
2.7.2016,21:47:02,-90.250473,45.738998,1639,6
2.7.2016,21:47:03,-90.250473,45.738998,1639,7
2.7.2016,21:47:04,-90.250473,45.738998,1639,7
2.7.2016,21:47:05,-90.250473,45.738998,1639,7
2.7.2016,21:47:06,-90.250473,45.738998,1639,6
2.7.2016,21:47:07,-90.25048,45.73899,1637,7
2.7.2016,21:47:08,-90.250488,45.738983,1635,7
2.7.2016,21:47:09,-90.250488,45.738975,1634,7
2.7.2016,21:47:10,-90.250495,45.738971,1632,7
2.7.2016,21:47:11,-90.250495,45.738967,1630,7
2.7.2016,21:47:12,-90.250503,45.73896,1628,7
2.7.2016,21:47:13,-90.250503,45.73896,1628,6
2.7.2016,21:47:14,-90.250503,45.73896,1628,7
2.7.2016,21:47:15,-90.250503,45.73896,1628,7
2.7.2016,21:47:16,-90.250503,45.73896,1628,7
2.7.2016,21:47:17,-90.250503,45.73896,1627,7
2.7.2016,21:47:18,-90.250503,45.73896,1627,7
2.7.2016,21:47:19,-90.250511,45.738948,1624,7
2.7.2016,21:47:20,-90.250518,45.738941,1621,7
2.7.2016,21:47:21,-90.250534,45.738933,1618,7
2.7.2016,21:47:22,-90.250541,45.738925,1614,7
2.7.2016,21:47:23,-90.250541,45.738925,1614,7
2.7.2016,21:47:24,-90.250541,45.738925,1614,7
2.7.2016,21:47:25,-90.250541,45.738925,1614,7
2.7.2016,21:47:26,-90.250541,45.738925,1614,7
2.7.2016,21:47:27,-90.250541,45.738925,1614,7
2.7.2016,21:47:28,-90.250541,45.738925,1614,7
2.7.2016,21:47:29,-90.250541,45.738925,1614,7
2.7.2016,21:47:30,-90.250541,45.738925,1614,7
2.7.2016,21:47:31,-90.250541,45.738925,1613,7
2.7.2016,21:47:32,-90.250541,45.738922,1613,7
2.7.2016,21:47:33,-90.250541,45.738922,1613,7
2.7.2016,21:47:34,-90.250541,45.738922,1613,7
2.7.2016,21:47:35,-90.250541,45.738922,1613,7
2.7.2016,21:47:36,-90.250541,45.738922,1613,7
2.7.2016,21:47:37,-90.250541,45.738922,1613,7
2.7.2016,21:47:38,-90.250541,45.738922,1613,7
2.7.2016,21:47:39,-90.250541,45.738922,1613,7
2.7.2016,21:47:40,-90.250541,45.738922,1613,7
2.7.2016,21:47:41,-90.250541,45.738922,1613,7
2.7.2016,21:47:42,-90.250541,45.738922,1613,7
2.7.2016,21:47:43,-90.250541,45.738922,1613,7
2.7.2016,21:47:44,-90.250541,45.738922,1613,7
2.7.2016,21:47:45,-90.250541,45.738922,1613,7
2.7.2016,21:47:46,-90.250541,45.738922,1613,7
2.7.2016,21:47:47,-90.250541,45.738922,1613,7
2.7.2016,21:47:48,-90.250541,45.738922,1614,7
2.7.2016,21:47:49,-90.250541,45.738922,1614,7
2.7.2016,21:47:50,-90.250541,45.738922,1614,7
2.7.2016,21:47:51,-90.250541,45.738922,1614,7
2.7.2016,21:47:52,-90.250541,45.738922,1613,7
2.7.2016,21:47:53,-90.250541,45.738922,1613,7
2.7.2016,21:47:54,-90.250541,45.738922,1613,7
2.7.2016,21:47:55,-90.250541,45.738922,1613,7
2.7.2016,21:47:56,-90.250541,45.738922,1613,7
2.7.2016,21:47:57,-90.250541,45.738922,1613,7
2.7.2016,21:47:58,-90.250541,45.738922,1613,7
2.7.2016,21:47:59,-90.250541,45.738922,1613,7
2.7.2016,21:48:00,-90.250541,45.738922,1613,7
2.7.2016,21:48:01,-90.250541,45.738922,1613,7
2.7.2016,21:48:02,-90.250541,45.738922,1613,7
2.7.2016,21:48:03,-90.250541,45.738922,1613,7
2.7.2016,21:48:04,-90.250541,45.738922,1613,7
2.7.2016,21:48:05,-90.250541,45.738922,1613,7
2.7.2016,21:48:06,-90.250541,45.738922,1613,7
2.7.2016,21:48:07,-90.250541,45.738922,1613,7
2.7.2016,21:48:08,-90.250541,45.738922,1613,7
2.7.2016,21:48:09,-90.250541,45.738922,1613,7
2.7.2016,21:48:10,-90.250541,45.738922,1613,7
2.7.2016,21:48:11,-90.250541,45.738922,1613,7
2.7.2016,21:48:12,-90.250541,45.738922,1613,7
2.7.2016,21:48:13,-90.250541,45.738922,1613,7
2.7.2016,21:48:14,-90.250541,45.738922,1613,7
2.7.2016,21:48:15,-90.250541,45.738922,1613,7
2.7.2016,21:48:16,-90.250541,45.738922,1613,7
2.7.2016,21:48:17,-90.250541,45.738922,1613,7
2.7.2016,21:48:18,-90.250541,45.738922,1613,7
2.7.2016,21:48:19,-90.250541,45.738922,1613,7
2.7.2016,21:48:20,-90.250541,45.738922,1613,7
2.7.2016,21:48:21,-90.250541,45.738922,1613,7
2.7.2016,21:48:22,-90.250541,45.738922,1613,7
2.7.2016,21:48:23,-90.250541,45.738922,1613,7
2.7.2016,21:48:24,-90.250541,45.738922,1613,7
2.7.2016,21:48:25,-90.250541,45.738922,1613,7
2.7.2016,21:48:26,-90.250541,45.738922,1613,7
2.7.2016,21:48:27,-90.250541,45.738922,1613,7
2.7.2016,21:48:28,-90.250541,45.738922,1613,7
2.7.2016,21:48:29,-90.250541,45.738922,1613,7
2.7.2016,21:48:30,-90.250541,45.738922,1613,7
2.7.2016,21:48:31,-90.250541,45.738922,1612,7
2.7.2016,21:48:32,-90.250541,45.738922,1612,7
2.7.2016,21:48:33,-90.250541,45.738922,1612,7
2.7.2016,21:48:34,-90.250541,45.738922,1612,7
2.7.2016,21:48:35,-90.250541,45.738922,1612,7
2.7.2016,21:48:36,-90.250541,45.738922,1612,7
2.7.2016,21:48:37,-90.250541,45.738922,1612,7
2.7.2016,21:48:38,-90.250541,45.738922,1612,7
2.7.2016,21:48:39,-90.250541,45.738922,1612,7
2.7.2016,21:48:40,-90.250541,45.738922,1612,7
2.7.2016,21:48:41,-90.250541,45.738922,1612,7
2.7.2016,21:48:42,-90.250541,45.738922,1612,7
2.7.2016,21:48:43,-90.250541,45.738922,1612,7
2.7.2016,21:48:44,-90.250541,45.738922,1612,7
2.7.2016,21:48:45,-90.250541,45.738922,1612,7
2.7.2016,21:48:46,-90.250541,45.738922,1612,7
2.7.2016,21:48:47,-90.250541,45.738922,1612,7
2.7.2016,21:48:48,-90.250541,45.738922,1612,7
2.7.2016,21:48:49,-90.250541,45.738922,1612,7
2.7.2016,21:48:50,-90.250541,45.738922,1612,7
2.7.2016,21:48:51,-90.250541,45.738922,1612,7
2.7.2016,21:48:52,-90.250541,45.738922,1612,7
2.7.2016,21:48:53,-90.250541,45.738922,1612,7
2.7.2016,21:48:54,-90.250541,45.738922,1612,7
2.7.2016,21:48:55,-90.250541,45.738922,1612,7
2.7.2016,21:48:56,-90.250534,45.738922,1612,7
2.7.2016,21:48:57,-90.250534,45.738922,1612,7
2.7.2016,21:48:58,-90.250534,45.738922,1612,7
2.7.2016,21:48:59,-90.250541,45.738922,1612,7
2.7.2016,21:49:00,-90.250541,45.738922,1612,7
2.7.2016,21:49:01,-90.250541,45.738922,1612,7
2.7.2016,21:49:02,-90.250541,45.738922,1612,7
2.7.2016,21:49:03,-90.250541,45.738922,1612,7
2.7.2016,21:49:04,-90.250541,45.738922,1612,7
2.7.2016,21:49:05,-90.250541,45.738922,1612,7
2.7.2016,21:49:06,-90.250541,45.738922,1612,7
2.7.2016,21:49:07,-90.250541,45.738922,1612,7
2.7.2016,21:49:08,-90.250541,45.738922,1612,7
2.7.2016,21:49:09,-90.250541,45.738922,1612,7
2.7.2016,21:49:10,-90.250541,45.738922,1612,7
2.7.2016,21:49:11,-90.250541,45.738922,1612,7
2.7.2016,21:49:12,-90.250541,45.738922,1612,7
2.7.2016,21:49:13,-90.250541,45.738922,1612,7
2.7.2016,21:49:14,-90.250541,45.738922,1611,7
2.7.2016,21:49:15,-90.250541,45.738922,1611,7
2.7.2016,21:49:16,-90.250541,45.738922,1611,7
2.7.2016,21:49:17,-90.250541,45.738922,1611,7
2.7.2016,21:49:18,-90.250541,45.738922,1611,7
2.7.2016,21:49:19,-90.250541,45.738922,1611,7
2.7.2016,21:49:20,-90.250541,45.738922,1611,7
2.7.2016,21:49:21,-90.250541,45.738922,1611,7
2.7.2016,21:49:22,-90.250534,45.738922,1611,7
2.7.2016,21:49:23,-90.250534,45.738918,1611,7
2.7.2016,21:49:24,-90.250534,45.738918,1611,7
2.7.2016,21:49:25,-90.250534,45.738918,1611,7
2.7.2016,21:49:26,-90.250534,45.738918,1611,7
2.7.2016,21:49:27,-90.250534,45.738918,1611,7
2.7.2016,21:49:28,-90.250534,45.738918,1611,7
2.7.2016,21:49:29,-90.250534,45.738918,1611,7
2.7.2016,21:49:30,-90.250534,45.738918,1611,7
2.7.2016,21:49:31,-90.250534,45.738918,1611,7
2.7.2016,21:49:32,-90.250534,45.738918,1611,7
2.7.2016,21:49:33,-90.250534,45.738918,1610,7
2.7.2016,21:49:34,-90.250534,45.738918,1610,7
2.7.2016,21:49:35,-90.250534,45.738914,1607,7
2.7.2016,21:49:36,-90.250534,45.738906,1603,7
2.7.2016,21:49:37,-90.250534,45.738906,1600,7
2.7.2016,21:49:38,-90.250526,45.738903,1597,7
2.7.2016,21:49:39,-90.250526,45.738895,1594,7
2.7.2016,21:49:40,-90.250526,45.738891,1591,7
2.7.2016,21:49:41,-90.250518,45.738883,1589,7
2.7.2016,21:49:42,-90.250518,45.73888,1586,7
2.7.2016,21:49:43,-90.250518,45.73888,1584,7
2.7.2016,21:49:44,-90.250518,45.738872,1581,7
2.7.2016,21:49:45,-90.250511,45.738872,1578,7
2.7.2016,21:49:46,-90.250511,45.738868,1576,7
2.7.2016,21:49:47,-90.250511,45.738868,1574,7
2.7.2016,21:49:48,-90.250511,45.738864,1573,7
2.7.2016,21:49:49,-90.250503,45.738864,1570,7
2.7.2016,21:49:50,-90.250503,45.738861,1568,7
2.7.2016,21:49:51,-90.250503,45.738857,1566,7
2.7.2016,21:49:52,-90.250495,45.738853,1564,7
2.7.2016,21:49:53,-90.250495,45.738849,1562,7
2.7.2016,21:49:54,-90.250495,45.738849,1559,7
2.7.2016,21:49:55,-90.250488,45.738845,1557,7
2.7.2016,21:49:56,-90.250488,45.738842,1555,7
2.7.2016,21:49:57,-90.250488,45.738842,1553,7
2.7.2016,21:49:58,-90.250488,45.738838,1552,7
2.7.2016,21:49:59,-90.250488,45.738838,1550,7
2.7.2016,21:50:00,-90.250488,45.738834,1549,7
2.7.2016,21:50:01,-90.250488,45.738834,1548,7
2.7.2016,21:50:02,-90.250488,45.738834,1546,7
2.7.2016,21:50:03,-90.250488,45.738838,1545,7
2.7.2016,21:50:04,-90.250488,45.738838,1545,7
2.7.2016,21:50:05,-90.250495,45.738838,1544,7
2.7.2016,21:50:06,-90.250495,45.738838,1543,7
2.7.2016,21:50:07,-90.250495,45.738842,1542,7
2.7.2016,21:50:08,-90.250495,45.738845,1541,7
2.7.2016,21:50:09,-90.250495,45.738845,1540,7
2.7.2016,21:50:10,-90.250503,45.738849,1540,7
2.7.2016,21:50:11,-90.250503,45.738853,1539,7
2.7.2016,21:50:12,-90.250503,45.738857,1538,7
2.7.2016,21:50:13,-90.250503,45.738857,1538,7
2.7.2016,21:50:14,-90.250503,45.738857,1538,7
2.7.2016,21:50:15,-90.250503,45.738857,1538,7
2.7.2016,21:50:16,-90.250503,45.738857,1538,7
2.7.2016,21:50:17,-90.250503,45.738857,1538,7
2.7.2016,21:50:18,-90.250503,45.738857,1538,7
2.7.2016,21:50:19,-90.250503,45.738857,1538,7
2.7.2016,21:50:20,-90.250503,45.738857,1538,7
2.7.2016,21:50:21,-90.250503,45.738857,1538,7
2.7.2016,21:50:22,-90.250503,45.738857,1538,7
2.7.2016,21:50:23,-90.250503,45.738857,1538,7
2.7.2016,21:50:24,-90.250503,45.738857,1538,7
2.7.2016,21:50:25,-90.250503,45.738857,1538,7
2.7.2016,21:50:26,-90.250503,45.738857,1538,7
2.7.2016,21:50:27,-90.250503,45.738857,1538,7
2.7.2016,21:50:28,-90.250503,45.738857,1538,7
2.7.2016,21:50:29,-90.250503,45.738857,1538,7
2.7.2016,21:50:30,-90.250503,45.738857,1538,7
2.7.2016,21:50:31,-90.250503,45.738857,1538,7
2.7.2016,21:50:32,-90.250503,45.738857,1538,7
2.7.2016,21:50:33,-90.250503,45.738857,1538,7
2.7.2016,21:50:34,-90.250503,45.738857,1538,7
2.7.2016,21:50:35,-90.250503,45.738857,1538,7
2.7.2016,21:50:36,-90.250503,45.738857,1538,7
2.7.2016,21:50:37,-90.250503,45.738857,1538,7
2.7.2016,21:50:38,-90.250518,45.73888,1538,7
2.7.2016,21:50:39,-90.250541,45.738906,1539,7
2.7.2016,21:50:40,-90.250564,45.738937,1539,7
2.7.2016,21:50:41,-90.250587,45.738971,1541,7
2.7.2016,21:50:42,-90.25061,45.739009,1543,7
2.7.2016,21:50:43,-90.250625,45.739048,1544,7
2.7.2016,21:50:44,-90.250648,45.739082,1547,7
2.7.2016,21:50:45,-90.250671,45.739116,1548,7
2.7.2016,21:50:46,-90.250686,45.739147,1549,7
2.7.2016,21:50:47,-90.250709,45.739173,1550,7
2.7.2016,21:50:48,-90.250724,45.7392,1551,7
2.7.2016,21:50:49,-90.250762,45.739246,1554,7
2.7.2016,21:50:50,-90.250793,45.739276,1557,7
2.7.2016,21:50:51,-90.250808,45.739307,1557,7
2.7.2016,21:50:52,-90.250816,45.73933,1558,7
2.7.2016,21:50:53,-90.250808,45.739364,1560,7
2.7.2016,21:50:54,-90.250785,45.739395,1562,7
2.7.2016,21:50:55,-90.250755,45.739418,1564,7
2.7.2016,21:50:56,-90.250701,45.739429,1565,7
2.7.2016,21:50:57,-90.250625,45.739444,1568,7
2.7.2016,21:50:58,-90.250541,45.739463,1569,7
